,category,product_name,brand,image,product_category_tree,description,product_specifications,label,desc_clean,pname_clean,brand_clean,prod_spec_clean,desc_lem,pname_lem,brand_lem,prod_spec_lem,desc_stem,pname_stem,brand_stem,prod_spec_stem
0,Furnishing,Elegance Polyester Multicolor Abstract Eyelet Door Curtain,Elegance,55b85ea15a1536d46b7190ad6fff8ce7.jpg,"[""Home Furnishing >> Curtains & Accessories >> Curtains >> Elegance Polyester Multicolor Abstract Eyelet Do...""]","Key Features of Elegance Polyester Multicolor Abstract Eyelet Door Curtain Floral Curtain,Elegance Polyester Multicolor Abstract Eyelet Door Curtain (213 cm in Height, Pack of 2) Price: Rs. 899 This curtain enhances the look of the interiors.This curtain is made from 100% high quality polyester fabric.It features an eyelet style stitch with Metal Ring.It makes the room environment romantic and loving.This curtain is ant- wrinkle and anti shrinkage and have elegant apparance.Give your home a bright and modernistic appeal with these designs. The surreal attention is sure to steal hearts. These contemporary eyelet and valance curtains slide smoothly so when you draw them apart first thing in the morning to welcome the bright sun rays you want to wish good morning to the whole world and when you draw them close in the evening, you create the most special moments of joyous beauty given by the soothing prints. Bring home the elegant curtain that softly filters light in your room so that you get the right amount of sunlight.,Specifications of Elegance Polyester Multicolor Abstract Eyelet Door Curtain (213 cm in Height, Pack of 2) General Brand Elegance Designed For Door Type Eyelet Model Name Abstract Polyester Door Curtain Set Of 2 Model ID Duster25 Color Multicolor Dimensions Length 213 cm In the Box Number of Contents in Sales Package Pack of 2 Sales Package 2 Curtains Body & Design Material Polyester","{""product_specification""=>[{""key""=>""Brand"", ""value""=>""Elegance""}, {""key""=>""Designed For"", ""value""=>""Door""}, {""key""=>""Type"", ""value""=>""Eyelet""}, {""key""=>""Model Name"", ""value""=>""Abstract Polyester Door Curtain Set Of 2""}, {""key""=>""Model ID"", ""value""=>""Duster25""}, {""key""=>""Color"", ""value""=>""Multicolor""}, {""key""=>""Length"", ""value""=>""213 cm""}, {""key""=>""Number of Contents in Sales Package"", ""value""=>""Pack of 2""}, {""key""=>""Sales Package"", ""value""=>""2 Curtains""}, {""key""=>""Material"", ""value""=>""Polyester""}]}",4,key elegance polyester multicolor abstract eyelet door floral curtain elegance polyester multicolor abstract eyelet door curtain cm height pack price rs curtain look curtain high quality polyester fabric eyelet style stitch metal room environment romantic curtain ant wrinkle anti shrinkage elegant apparance home bright modernistic appeal surreal attention sure contemporary eyelet valance first thing morning bright sun good morning whole world evening special joyous beauty soothing home elegant curtain light room right amount sunlight elegance polyester multicolor abstract eyelet door curtain cm height pack general brand elegance door type eyelet model name abstract polyester door curtain set model id duster color multicolor cm box number pack package body design material polyester,elegance polyester multicolor abstract eyelet door curtain,elegance,product specification key brand value elegance key value door key type value eyelet key model name value abstract polyester door curtain set key model id value duster key color value multicolor key length value cm key number package value pack key package value key material value polyester,key elegance polyester multicolor abstract eyelet door floral curtain elegance polyester multicolor abstract eyelet door curtain cm height pack price rs curtain look curtain high quality polyester fabric eyelet style stitch metal room environment romantic curtain ant wrinkle anti shrinkage elegant apparance home bright modernistic appeal surreal attention sure contemporary eyelet valance first thing morning bright sun good morning whole world evening special joyous beauty soothing home elegant curtain light room right amount sunlight elegance polyester multicolor abstract eyelet door curtain cm height pack general brand elegance door type eyelet model name abstract polyester door curtain set model id duster color multicolor cm box number pack package body design material polyester,elegance polyester multicolor abstract eyelet door curtain,elegance,product specification key brand value elegance key value door key type value eyelet key model name value abstract polyester door curtain set key model id value duster key color value multicolor key length value cm key number package value pack key package value key material value polyester,key eleg polyest multicolor abstract eyelet door floral curtain eleg polyest multicolor abstract eyelet door curtain cm height pack price rs curtain look curtain high qualiti polyest fabric eyelet style stitch metal room environ romant curtain ant wrinkl anti shrinkag eleg appar home bright modernist appeal surreal attent sure contemporari eyelet valanc first thing morn bright sun good morn whole world even special joyous beauti sooth home eleg curtain light room right amount sunlight eleg polyest multicolor abstract eyelet door curtain cm height pack general brand eleg door type eyelet model name abstract polyest door curtain set model id duster color multicolor cm box number pack packag bodi design materi polyest,eleg polyest multicolor abstract eyelet door curtain,eleg,product specif key brand valu eleg key valu door key type valu eyelet key model name valu abstract polyest door curtain set key model id valu duster key color valu multicolor key length valu cm key number packag valu pack key packag valu key materi valu polyest
1,Baby,Sathiyas Cotton Bath Towel,Sathiyas,7b72c92c2f6c40268628ec5f14c6d590.jpg,"[""Baby Care >> Baby Bath & Skin >> Baby Bath Towels >> Sathiyas Baby Bath Towels >> Sathiyas Cotton Bath Towel (3 Bath Towel, Red, Y...""]","Specifications of Sathiyas Cotton Bath Towel (3 Bath Towel, Red, Yellow, Blue) Bath Towel Features Machine Washable Yes Material Cotton Design Self Design General Brand Sathiyas Type Bath Towel GSM 500 Model Name Sathiyas cotton bath towel Ideal For Men, Women, Boys, Girls Model ID asvtwl322 Color Red, Yellow, Blue Size Mediam Dimensions Length 30 inch Width 60 inch In the Box Number of Contents in Sales Package 3 Sales Package 3 Bath Towel","{""product_specification""=>[{""key""=>""Machine Washable"", ""value""=>""Yes""}, {""key""=>""Material"", ""value""=>""Cotton""}, {""key""=>""Design"", ""value""=>""Self Design""}, {""key""=>""Brand"", ""value""=>""Sathiyas""}, {""key""=>""Type"", ""value""=>""Bath Towel""}, {""key""=>""GSM"", ""value""=>""500""}, {""key""=>""Model Name"", ""value""=>""Sathiyas cotton bath towel""}, {""key""=>""Ideal For"", ""value""=>""Men, Women, Boys, Girls""}, {""key""=>""Model ID"", ""value""=>""asvtwl322""}, {""key""=>""Color"", ""value""=>""Red, Yellow, Blue""}, {""key""=>""Size"", ""value""=>""Mediam""}, {""key""=>""Length"", ""value""=>""30 inch""}, {""key""=>""Width"", ""value""=>""60 inch""}, {""key""=>""Number of Contents in Sales Package"", ""value""=>""3""}, {""key""=>""Sales Package"", ""value""=>""3 Bath Towel""}]}",0,sathiyas cotton bath towel bath towel yellow blue bath towel machine washable material cotton design general brand sathiyas type bath towel gsm model name sathiyas cotton bath towel ideal id asvtwl color yellow blue size mediam inch width inch box number package bath towel,sathiyas cotton bath towel,sathiyas,product specification key machine washable value key material value cotton key design value key brand value sathiyas key type value bath towel key gsm value key model name value cotton bath towel key ideal value key model id value asvtwl key color value yellow blue key size value mediam key length value inch key width value inch key number package value key package value bath towel,sathiyas cotton bath towel bath towel yellow blue bath towel machine washable material cotton design general brand sathiyas type bath towel gsm model name sathiyas cotton bath towel ideal id asvtwl color yellow blue size mediam inch width inch box number package bath towel,sathiyas cotton bath towel,sathiyas,product specification key machine washable value key material value cotton key design value key brand value sathiyas key type value bath towel key gsm value key model name value cotton bath towel key ideal value key model id value asvtwl key color value yellow blue key size value mediam key length value inch key width value inch key number package value key package value bath towel,sathiya cotton bath towel bath towel yellow blue bath towel machin washabl materi cotton design general brand sathiya type bath towel gsm model name sathiya cotton bath towel ideal id asvtwl color yellow blue size mediam inch width inch box number packag bath towel,sathiya cotton bath towel,sathiya,product specif key machin washabl valu key materi valu cotton key design valu key brand valu sathiya key type valu bath towel key gsm valu key model name valu cotton bath towel key ideal valu key model id valu asvtwl key color valu yellow blue key size valu mediam key length valu inch key width valu inch key number packag valu key packag valu bath towel
2,Baby,Eurospa Cotton Terry Face Towel Set,Eurospa,64d5d4a258243731dc7bbb1eef49ad74.jpg,"[""Baby Care >> Baby Bath & Skin >> Baby Bath Towels >> Eurospa Baby Bath Towels >> Eurospa Cotton Terry Face Towel Set (20 PIECE FA...""]","Key Features of Eurospa Cotton Terry Face Towel Set Size: small Height: 9 inch GSM: 360,Eurospa Cotton Terry Face Towel Set (20 PIECE FACE TOWEL SET, Assorted) Price: Rs. 299 Eurospa brings to you an exclusively designed, 100% soft cotton towels of export quality. All our products have soft texture that takes care of your skin and gives you that enriched feeling you deserve. Eurospa has been exporting its bath towels to lot of renowned brands for last 10 years and is famous for its fine prints, absorbency, softness and durability. NOTE: Our product is 100% cotton, so it is susceptible to shrinkage. Product color may vary from the picture. Size may vary by ±3% WASH CARE: Wash in cold Water, Do not Iron, Do not Bleach, Flat dry, Wash before first use. SIZE- FACE TOWEL - 23 cms X 23 cms.,Specifications of Eurospa Cotton Terry Face Towel Set (20 PIECE FACE TOWEL SET, Assorted) Bath Towel Features Material Cotton Terry Design SHUVAM General Brand Eurospa GSM 360 Type Face Towel Set Model Name SHUVAM20PCFTSETASSORTED Ideal For Boys, Girls, Men, Women Model ID SHUVAM20PCFTSETASSORTED Size small Color Assorted Dimensions Weight 350 g Length 9 inch Width 9 inch In the Box Number of Contents in Sales Package 20 Sales Package 20 PIECE FACE TOWEL SET","{""product_specification""=>[{""key""=>""Material"", ""value""=>""Cotton Terry""}, {""key""=>""Design"", ""value""=>""SHUVAM""}, {""key""=>""Brand"", ""value""=>""Eurospa""}, {""key""=>""GSM"", ""value""=>""360""}, {""key""=>""Type"", ""value""=>""Face Towel Set""}, {""key""=>""Model Name"", ""value""=>""SHUVAM20PCFTSETASSORTED""}, {""key""=>""Ideal For"", ""value""=>""Boys, Girls, Men, Women""}, {""key""=>""Model ID"", ""value""=>""SHUVAM20PCFTSETASSORTED""}, {""key""=>""Size"", ""value""=>""small""}, {""key""=>""Color"", ""value""=>""Assorted""}, {""key""=>""Weight"", ""value""=>""350 g""}, {""key""=>""Length"", ""value""=>""9 inch""}, {""key""=>""Width"", ""value""=>""9 inch""}, {""key""=>""Number of Contents in Sales Package"", ""value""=>""20""}, {""key""=>""Sales Package"", ""value""=>""20 PIECE FACE TOWEL SET""}]}",0,key eurospa cotton terry face towel size small height inch gsm eurospa cotton terry face towel piece face towel assorted price rs eurospa soft cotton export quality soft texture care skin bath lot renowned last famous fine absorbency softness durability product cotton susceptible product color picture size wash care wash cold water flat dry wash first use size face towel cms cms eurospa cotton terry face towel piece face towel bath towel material cotton terry design shuvam general brand eurospa gsm type face towel model name ideal boys id shuvam size small color length inch inch box number package package piece face towel set,eurospa cotton terry face towel set,eurospa,product specification key material value cotton key design value shuvam key brand value key value key type value face towel key model name value shuvam key ideal value key model id value shuvam key size value small key color value key weight value key length value inch key width value inch key number package value key package value piece face towel set,key eurospa cotton terry face towel size small height inch gsm eurospa cotton terry face towel piece face towel assorted price rs eurospa soft cotton export quality soft texture care skin bath lot renowned last famous fine absorbency softness durability product cotton susceptible product color picture size wash care wash cold water flat dry wash first use size face towel cms cms eurospa cotton terry face towel piece face towel bath towel material cotton terry design shuvam general brand eurospa gsm type face towel model name ideal boys id shuvam size small color length inch inch box number package package piece face towel set,eurospa cotton terry face towel set,eurospa,product specification key material value cotton key design value shuvam key brand value key value key type value face towel key model name value shuvam key ideal value key model id value shuvam key size value small key color value key weight value key length value inch key width value inch key number package value key package value piece face towel set,key eurospa cotton terri face towel size small height inch gsm eurospa cotton terri face towel piec face towel assort price rs eurospa soft cotton export qualiti soft textur care skin bath lot renown last famous fine absorb soft durabl product cotton suscept product color pictur size wash care wash cold water flat dri wash first use size face towel cms cms eurospa cotton terri face towel piec face towel bath towel materi cotton terri design shuvam general brand eurospa gsm type face towel model name ideal boy id shuvam size small color length inch inch box number packag packag piec face towel set,eurospa cotton terri face towel set,eurospa,product specif key materi valu cotton key design valu shuvam key brand valu key valu key type valu face towel key model name valu shuvam key ideal valu key model id valu shuvam key size valu small key color valu key weight valu key length valu inch key width valu inch key number packag valu key packag valu piec face towel set
3,Furnishing,SANTOSH ROYAL FASHION Cotton Printed King sized Double Bedsheet,SANTOSH ROYAL FASHION,d4684dcdc759dd9cdf41504698d737d8.jpg,"[""Home Furnishing >> Bed Linen >> Bedsheets >> SANTOSH ROYAL FASHION Bedsheets >> SANTOSH ROYAL FASHION Cotton Printed King sized ...""]","Key Features of SANTOSH ROYAL FASHION Cotton Printed King sized Double Bedsheet Royal Bedsheet Perfact for Wedding & Gifting,Specifications of SANTOSH ROYAL FASHION Cotton Printed King sized Double Bedsheet (1 Bedsheet,2 Pillow Cover, Multicolor) General Brand SANTOSH ROYAL FASHION Machine Washable Yes Type Flat Material Cotton Model Name Gold Design Royal Cotton Printed Wedding & Gifted Double Bedsheet With 2 Pillow cover Model ID goldbedi-38 Color Multicolor Size King Fabric Care Machine Wash, Do Not Bleach Dimensions Flat Sheet Width 90 inch / 230 cm Fitted Sheet Width 228 cm Pillow Cover Width 16 inch / 43 cm Pillow Cover Length 28 inch / 72 cm Fitted Sheet Depth 280 cm Fitted Sheet Length 278 cm Flat Sheet Depth 282 cm Flat Sheet Length 110 inch / 280 cm In the Box Number of Contents in Sales Package 1 Sales Package 1 Bedsheet,2 Pillow Cover","{""product_specification""=>[{""key""=>""Brand"", ""value""=>""SANTOSH ROYAL FASHION""}, {""key""=>""Machine Washable"", ""value""=>""Yes""}, {""key""=>""Type"", ""value""=>""Flat""}, {""key""=>""Material"", ""value""=>""Cotton""}, {""key""=>""Model Name"", ""value""=>""Gold Design Royal Cotton Printed Wedding and Gifted Double Bedsheet With 2 Pillow cover""}, {""key""=>""Model ID"", ""value""=>""goldbedi-38""}, {""key""=>""Color"", ""value""=>""Multicolor""}, {""key""=>""Size"", ""value""=>""King""}, {""key""=>""Fabric Care"", ""value""=>""Machine Wash, Do Not Bleach""}, {""key""=>""Flat Sheet Width"", ""value""=>""90 inch / 230 cm""}, {""key""=>""Fitted Sheet Width"", ""value""=>""228 cm""}, {""key""=>""Pillow Cover Width"", ""value""=>""16 inch / 43 cm""}, {""key""=>""Pillow Cover Length"", ""value""=>""28 inch / 72 cm""}, {""key""=>""Fitted Sheet Depth"", ""value""=>""280 cm""}, {""key""=>""Fitted Sheet Length"", ""value""=>""278 cm""}, {""key""=>""Flat Sheet Depth"", ""value""=>""282 cm""}, {""key""=>""Flat Sheet Length"", ""value""=>""110 inch / 280 cm""}, {""key""=>""Number of Contents in Sales Package"", ""value""=>""1""}, {""key""=>""Sales Package"", ""value""=>""1 Bedsheet,2 Pillow Cover""}]}",4,key santosh royal fashion cotton double bedsheet royal bedsheet perfact santosh royal fashion cotton double bedsheet bedsheet pillow cover multicolor general brand santosh royal fashion machine washable flat material cotton model name gold design royal cotton wedding double bedsheet pillow cover model id goldbedi color multicolor size fabric care machine wash flat sheet width inch cm sheet width cm cover width inch cm pillow cover length inch cm sheet depth cm sheet length cm flat sheet depth cm flat sheet length inch cm box number package package bedsheet cover,santosh royal fashion cotton double bedsheet,santosh royal fashion,product specification key brand value royal fashion key machine washable value key type value flat key material value cotton key model name value gold design royal cotton wedding double bedsheet pillow cover key model id value goldbedi key color value multicolor key size value key fabric care value machine wash key flat sheet width value inch key fitted sheet width value cm key pillow cover width value inch key pillow cover length value inch key fitted sheet depth value cm key fitted sheet length value cm key flat sheet depth value cm key flat sheet length value inch cm key number package value key package value bedsheet cover,key santosh royal fashion cotton double bedsheet royal bedsheet perfact santosh royal fashion cotton double bedsheet bedsheet pillow cover multicolor general brand santosh royal fashion machine washable flat material cotton model name gold design royal cotton wedding double bedsheet pillow cover model id goldbedi color multicolor size fabric care machine wash flat sheet width inch cm sheet width cm cover width inch cm pillow cover length inch cm sheet depth cm sheet length cm flat sheet depth cm flat sheet length inch cm box number package package bedsheet cover,santosh royal fashion cotton double bedsheet,santosh royal fashion,product specification key brand value royal fashion key machine washable value key type value flat key material value cotton key model name value gold design royal cotton wedding double bedsheet pillow cover key model id value goldbedi key color value multicolor key size value key fabric care value machine wash key flat sheet width value inch key fitted sheet width value cm key pillow cover width value inch key pillow cover length value inch key fitted sheet depth value cm key fitted sheet length value cm key flat sheet depth value cm key flat sheet length value inch cm key number package value key package value bedsheet cover,key santosh royal fashion cotton doubl bedsheet royal bedsheet perfact santosh royal fashion cotton doubl bedsheet bedsheet pillow cover multicolor general brand santosh royal fashion machin washabl flat materi cotton model name gold design royal cotton wed doubl bedsheet pillow cover model id goldbedi color multicolor size fabric care machin wash flat sheet width inch cm sheet width cm cover width inch cm pillow cover length inch cm sheet depth cm sheet length cm flat sheet depth cm flat sheet length inch cm box number packag packag bedsheet cover,santosh royal fashion cotton doubl bedsheet,santosh royal fashion,product specif key brand valu royal fashion key machin washabl valu key type valu flat key materi valu cotton key model name valu gold design royal cotton wed doubl bedsheet pillow cover key model id valu goldbedi key color valu multicolor key size valu key fabric care valu machin wash key flat sheet width valu inch key fit sheet width valu cm key pillow cover width valu inch key pillow cover length valu inch key fit sheet depth valu cm key fit sheet length valu cm key flat sheet depth valu cm key flat sheet length valu inch cm key number packag valu key packag valu bedsheet cover
4,Furnishing,Jaipur Print Cotton Floral King sized Double Bedsheet,Jaipur Print,6325b6870c54cd47be6ebfbffa620ec7.jpg,"[""Home Furnishing >> Bed Linen >> Bedsheets >> Jaipur Print Bedsheets >> Jaipur Print Cotton Floral King sized Double Bed...""]","Key Features of Jaipur Print Cotton Floral King sized Double Bedsheet 100% cotton,Jaipur Print Cotton Floral King sized Double Bedsheet (1 bed sheet 2 pillow cover, White) Price: Rs. 998 This nice bed sheet made up of 100% cotton to give you comfort. This bed sheet is hand printed. This bedsheet gives nice look to your room And its fast colour and good quality gives this bedsheet long life.,Specifications of Jaipur Print Cotton Floral King sized Double Bedsheet (1 bed sheet 2 pillow cover, White) General Machine Washable Yes Brand Jaipur Print Type Flat Model Name jaipur117 Material Cotton Thread Count 140 Model ID jaipur117 Fabric Care machinewash, do not bleach Size King Color White Warranty waranty of the product only for manufacturing defect only and product will exchange onle when it is not used and returne its origional packing Dimensions Flat Sheet Width 86 inch / 220 cm Fitted Sheet Width 0 cm Pillow Cover Width 17 inch / 45 cm Pillow Cover Length 29 inch / 75 cm Weight 900 g Fitted Sheet Depth 0 cm Fitted Sheet Length 0 cm Flat Sheet Depth 0.2 cm Flat Sheet Length 104 inch / 265 cm In the Box Number of Contents in Sales Package 1 Sales Package 1 bed sheet 2 pillow cover","{""product_specification""=>[{""key""=>""Machine Washable"", ""value""=>""Yes""}, {""key""=>""Brand"", ""value""=>""Jaipur Print""}, {""key""=>""Type"", ""value""=>""Flat""}, {""key""=>""Model Name"", ""value""=>""jaipur117""}, {""key""=>""Material"", ""value""=>""Cotton""}, {""key""=>""Thread Count"", ""value""=>""140""}, {""key""=>""Model ID"", ""value""=>""jaipur117""}, {""key""=>""Fabric Care"", ""value""=>""machinewash, do not bleach""}, {""key""=>""Size"", ""value""=>""King""}, {""key""=>""Color"", ""value""=>""White""}, {""value""=>""waranty of the product only for manufacturing defect only and product will exchange onle when it is not used and returne its origional packing""}, {""key""=>""Flat Sheet Width"", ""value""=>""86 inch / 220 cm""}, {""key""=>""Fitted Sheet Width"", ""value""=>""0 cm""}, {""key""=>""Pillow Cover Width"", ""value""=>""17 inch / 45 cm""}, {""key""=>""Pillow Cover Length"", ""value""=>""29 inch / 75 cm""}, {""key""=>""Weight"", ""value""=>""900 g""}, {""key""=>""Fitted Sheet Depth"", ""value""=>""0 cm""}, {""key""=>""Fitted Sheet Length"", ""value""=>""0 cm""}, {""key""=>""Flat Sheet Depth"", ""value""=>""0.2 cm""}, {""key""=>""Flat Sheet Length"", ""value""=>""104 inch / 265 cm""}, {""key""=>""Number of Contents in Sales Package"", ""value""=>""1""}, {""key""=>""Sales Package"", ""value""=>""1 bed sheet 2 pillow cover""}]}",4,key jaipur print cotton floral king double bedsheet cotton jaipur print cotton floral king double bedsheet sheet pillow white price rs nice bed sheet cotton bed sheet hand bedsheet nice look room fast colour good quality bedsheet long life jaipur print cotton floral king double bedsheet sheet pillow cover white general machine washable brand jaipur print type flat model name jaipur material cotton thread count model id jaipur fabric care machinewash size color white warranty waranty product defect product onle origional packing flat sheet width inch cm sheet width cm cover width inch cm pillow cover length inch cm sheet depth cm sheet length cm flat sheet depth cm flat sheet length inch cm box number package package sheet pillow cover,jaipur print cotton floral king double bedsheet,print,product specification key machine washable value key brand value jaipur print key type value flat key model name value jaipur key material value cotton key thread count value key model id value jaipur key fabric care value machinewash key size value key color value white value waranty product defect product onle origional packing key flat sheet width value inch key fitted sheet width value cm key pillow cover width value inch key pillow cover length value inch key weight value key fitted sheet depth value cm key fitted sheet length value cm key flat sheet depth value cm key flat sheet length value inch cm key number package value key package value sheet pillow cover,key jaipur print cotton floral king double bedsheet cotton jaipur print cotton floral king double bedsheet sheet pillow white price rs nice bed sheet cotton bed sheet hand bedsheet nice look room fast colour good quality bedsheet long life jaipur print cotton floral king double bedsheet sheet pillow cover white general machine washable brand jaipur print type flat model name jaipur material cotton thread count model id jaipur fabric care machinewash size color white warranty waranty product defect product onle origional packing flat sheet width inch cm sheet width cm cover width inch cm pillow cover length inch cm sheet depth cm sheet length cm flat sheet depth cm flat sheet length inch cm box number package package sheet pillow cover,jaipur print cotton floral king double bedsheet,print,product specification key machine washable value key brand value jaipur print key type value flat key model name value jaipur key material value cotton key thread count value key model id value jaipur key fabric care value machinewash key size value key color value white value waranty product defect product onle origional packing key flat sheet width value inch key fitted sheet width value cm key pillow cover width value inch key pillow cover length value inch key weight value key fitted sheet depth value cm key fitted sheet length value cm key flat sheet depth value cm key flat sheet length value inch cm key number package value key package value sheet pillow cover,key jaipur print cotton floral king doubl bedsheet cotton jaipur print cotton floral king doubl bedsheet sheet pillow white price rs nice bed sheet cotton bed sheet hand bedsheet nice look room fast colour good qualiti bedsheet long life jaipur print cotton floral king doubl bedsheet sheet pillow cover white general machin washabl brand jaipur print type flat model name jaipur materi cotton thread count model id jaipur fabric care machinewash size color white warranti waranti product defect product onl origion pack flat sheet width inch cm sheet width cm cover width inch cm pillow cover length inch cm sheet depth cm sheet length cm flat sheet depth cm flat sheet length inch cm box number packag packag sheet pillow cover,jaipur print cotton floral king doubl bedsheet,print,product specif key machin washabl valu key brand valu jaipur print key type valu flat key model name valu jaipur key materi valu cotton key thread count valu key model id valu jaipur key fabric care valu machinewash key size valu key color valu white valu waranti product defect product onl origion pack key flat sheet width valu inch key fit sheet width valu cm key pillow cover width valu inch key pillow cover length valu inch key weight valu key fit sheet depth valu cm key fit sheet length valu cm key flat sheet depth valu cm key flat sheet length valu inch cm key number packag valu key packag valu sheet pillow cover
5,Watches,Maserati Time R8851116001 Analog Watch  - For Boys,nan,893aa5ed55f7cff2eccea7758d7a86bd.jpg,"[""Watches >> Wrist Watches >> Maserati Time Wrist Watches""]","Maserati Time R8851116001 Analog Watch  - For Boys - Buy Maserati Time R8851116001 Analog Watch  - For Boys  R8851116001 Online at Rs.24400 in India Only at Flipkart.com. - Great Discounts, Only Genuine Products, 30 Day Replacement Guarantee, Free Shipping. Cash On Delivery!","{""product_specification""=>[{""key""=>""Chronograph"", ""value""=>""Yes""}, {""key""=>""Date Display"", ""value""=>""Yes, Day and Date Display""}, {""key""=>""Altimeter"", ""value""=>""No""}, {""key""=>""Barometer"", ""value""=>""No""}, {""key""=>""Alarm Clock"", ""value""=>""NO""}, {""key""=>""Compass"", ""value""=>""NO""}, {""key""=>""Calendar"", ""value""=>""No""}, {""key""=>""Luminous"", ""value""=>""No""}, {""key""=>""Type"", ""value""=>""Analog""}, {""key""=>""Style Code"", ""value""=>""R8851116001""}, {""key""=>""Ideal For"", ""value""=>""Boys""}, {""key""=>""Occasion"", ""value""=>""Party-Wedding""}, {""value""=>""1 Year Brand Warranty""}, {""key""=>""Dial Shape"", ""value""=>""Oval""}, {""key""=>""Strap Color"", ""value""=>""Green""}, {""key""=>""Scratch Resistant"", ""value""=>""No""}, {""key""=>""Water Resistant"", ""value""=>""Yes""}, {""key""=>""Dial Color"", ""value""=>""Grey""}]}",6,maserati time analog watch boys maserati time analog watch online rs india flipkart com great genuine day replacement guarantee free shipping cash delivery,maserati time analog watch,nan,product specification key chronograph value key date display value day date display key altimeter value key barometer value key alarm clock value key compass value key value key luminous value key type value analog key style code value key ideal value key occasion value party value year brand warranty key dial shape value oval key strap color value green key scratch resistant value key water resistant value key dial color value grey,maserati time analog watch boys maserati time analog watch online rs india flipkart com great genuine day replacement guarantee free shipping cash delivery,maserati time analog watch,nan,product specification key chronograph value key date display value day date display key altimeter value key barometer value key alarm clock value key compass value key value key luminous value key type value analog key style code value key ideal value key occasion value party value year brand warranty key dial shape value oval key strap color value green key scratch resistant value key water resistant value key dial color value grey,maserati time analog watch boy maserati time analog watch onlin rs india flipkart com great genuin day replac guarante free ship cash deliveri,maserati time analog watch,nan,product specif key chronograph valu key date display valu day date display key altimet valu key baromet valu key alarm clock valu key compass valu key valu key lumin valu key type valu analog key style code valu key ideal valu key occas valu parti valu year brand warranti key dial shape valu oval key strap color valu green key scratch resist valu key water resist valu key dial color valu grey
